status,year,authors,title,subfield,journal_canonical,journal_tier,in_paper,paper_filename,in_zotero,zotero_key,zotero_collection,norm_key
paper_only,2026,"Choi, Li, Macciocchi",Human Capital Disclosure and Labor Market Outcomes Evidence from Regulation S‐K,disclosure,unknown,unknown,True,"2026 - Choi, Li, Macciocchi - Human Capital Disclosure and Labor Market Outcomes Evidence from Regulation S‐K.pdf",False,,,2026::human capital disclosure and labor market outcomes evidence from regulation s k
paper_only,2026,"Giese, Heese",The Effect of Financial Regulation on Nonfinancial Violations,regulation_law,unknown,unknown,True,"2026 - Giese, Heese - The Effect of Financial Regulation on Nonfinancial Violations.pdf",False,,,2026::the effect of financial regulation on nonfinancial violations
paper_only,2025,"Afrin, Kim, Roychowdhury, Yost",Internalizing Peer Firm Product Market Concerns Supply Chain Relations and M&A Activity,mergers_acquisitions,unknown,unknown,True,"2025 - Afrin, Kim, Roychowdhury, Yost - J of Accounting Research - Internalizing Peer Firm Product Market Concerns Supply Chain Relations and M&A Activity.pdf",False,,,2025::internalizing peer firm product market concerns supply chain relations and m a activity
paper_only,2025,Armstrong et al.,Measuring Firm Exposure to Government Agencies,unknown,unknown,unknown,True,2025 - Armstrong et al. - Measuring Firm Exposure to Government Agencies.pdf,False,,,2025::measuring firm exposure to government agencies
paper_only,2025,"Bai, Massa, Wan, Wang",Labor Market Power and Financial Leverage Evidence from Online Job Postings,debt_capital_structure,unknown,unknown,True,"2025 - Bai, Massa, Wan, Wang - Labor Market Power and Financial Leverage Evidence from Online Job Postings.pdf",False,,,2025::labor market power and financial leverage evidence from online job postings
paper_only,2025,"Baker, Janas, Kueng",Correlation in State and Local Tax Changes,tax,unknown,unknown,True,"2025 - Baker, Janas, Kueng - Journal of Public Economics - Correlation in State and Local Tax Changes.pdf",False,,,2025::correlation in state and local tax changes
paper_only,2025,"Bastiaansen, Lerman, Murphy, Vyas",Court Disclosures of Firms in Chapter 11 Bankruptcy,disclosure,unknown,unknown,True,"2025 - Bastiaansen, Lerman, Murphy, Vyas - J of Accounting Research - Court Disclosures of Firms in Chapter 11 Bankruptcy.pdf",False,,,2025::court disclosures of firms in chapter 11 bankruptcy
paper_only,2025,"Bazley, Cuculiza, Pisciotta",Sleep Disruptions and Information Processing in Financial Markets,unknown,unknown,unknown,True,"2025 - Bazley, Cuculiza, Pisciotta - Sleep Disruptions and Information Processing in Financial Markets.pdf",False,,,2025::sleep disruptions and information processing in financial markets
paper_only,2025,"Bryzgalova, Lerner, Lettau, Pelger",Missing Financial Data,unknown,Review of Financial Studies,top_fin,True,"2025 - Bryzgalova, Lerner, Lettau, Pelger - The Review of Financial Studies - Missing Financial Data.pdf",False,,,2025::missing financial data
paper_only,2025,Chen,Redeploying dirty assets The impact of environmental,esg_csr,unknown,unknown,True,2025 - Chen - Redeploying dirty assets The impact of environmental.pdf,False,,,2025::redeploying dirty assets the impact of environmental
paper_only,2025,"Chen, Vashishtha, Wang",The Decision Relevance of Loan Fair Values for Depositors,debt_capital_structure,Journal of Accounting Research,top_acct,True,"2025 - Chen, Vashishtha, Wang - Journal of Accounting Research - The Decision Relevance of Loan Fair Values for Depositors.pdf",False,,,2025::the decision relevance of loan fair values for depositors
paper_only,2025,"Cheng, Lyandres, Zhou, Zhou",Labor-Replacing Automation and Finance,unknown,Management Science,top_gen,True,"2025 - Cheng, Lyandres, Zhou, Zhou - Management Science - Labor-Replacing Automation and Finance.pdf",False,,,2025::labor replacing automation and finance
paper_only,2025,"Dittmann, Li, Obernberger, Zheng",Equity-Based Compensation and the Timing of Share Repurchases The Role of the Corporate Calendar,governance_comp,Journal of Accounting and Economics,top_acct,True,"2025 - Dittmann, Li, Obernberger, Zheng - Journal of Accounting and Economics - Equity-Based Compensation and the Timing of Share Repurchases The Role of the Corporate Calendar.pdf",False,,,2025::equity based compensation and the timing of share repurchases the role of the corporate calendar
paper_only,2025,"Duchin, Gao, Xu",Sustainability or Greenwashing Evidence from the Asset Market for Industrial Pollution,esg_csr,The Journal of Finance,top_fin,True,"2025 - Duchin, Gao, Xu - The Journal of Finance - Sustainability or Greenwashing Evidence from the Asset Market for Industrial Pollution.pdf",False,,,2025::sustainability or greenwashing evidence from the asset market for industrial pollution
paper_only,2025,"Farboodi, Singal, Veldkamp, Venkateswaran",Valuing Financial Data,unknown,Review of Financial Studies,top_fin,True,"2025 - Farboodi, Singal, Veldkamp, Venkateswaran - The Review of Financial Studies - Valuing Financial Data.pdf",False,,,2025::valuing financial data
paper_only,2025,"Frankel, Kothari, Raghunandan",The Economics of ESG Disclosure Regulation,disclosure,unknown,unknown,True,"2025 - Frankel, Kothari, Raghunandan - The Economics of ESG Disclosure Regulation.pdf",False,,,2025::the economics of esg disclosure regulation
paper_only,2025,"Gallemore, Hollander, Jacob, Zheng",Tax Policy Expectations and Investment,tax,unknown,unknown,True,"2025 - Gallemore, Hollander, Jacob, Zheng - J of Accounting Research - Tax Policy Expectations and Investment.pdf",False,,,2025::tax policy expectations and investment
paper_only,2025,"Hill, Stein",Scooped! Estimating Rewards for Priority in Science,unknown,Journal of Political Economy,top_gen,True,"2025 - Hill, Stein - Journal of Political Economy - Scooped! Estimating Rewards for Priority in Science.pdf",False,,,2025::scooped estimating rewards for priority in science
paper_only,2025,"Hirshleifer, Mai, Pukthuanthong",War Discourse and Disaster Premium 160 Years of Evidence from the Stock Market,unknown,unknown,unknown,True,"2025 - Hirshleifer, Mai, Pukthuanthong - War Discourse and Disaster Premium 160 Years of Evidence from the Stock Market.pdf",False,,,2025::war discourse and disaster premium 160 years of evidence from the stock market
paper_only,2025,"Hoberg, Phillips","Scope, Scale, and Concentration The 21st ‐Century Firm",unknown,The Journal of Finance,top_fin,True,"2025 - Hoberg, Phillips - The Journal of Finance - Scope, Scale, and Concentration The 21st ‐Century Firm.pdf",False,,,2025::scope scale and concentration the 21st century firm
paper_only,2025,"Hoffmann, Vladimirov",Worker Runs,unknown,The Journal of Finance,top_fin,True,"2025 - Hoffmann, Vladimirov - The Journal of Finance - Worker Runs.pdf",False,,,2025::worker runs
paper_only,2025,"Hu, Tsang, Wan",Corporate Relocation and Housing Market Spillovers,unknown,unknown,unknown,True,"2025 - Hu, Tsang, Wan - Corporate Relocation and Housing Market Spillovers.pdf",False,,,2025::corporate relocation and housing market spillovers
paper_only,2025,"Huang, Roychowdhury, Sletten, Xu",Just Friends Managers’ Connections to Judges,unknown,Journal of Accounting Research,top_acct,True,"2025 - Huang, Roychowdhury, Sletten, Xu - Journal of Accounting Research - Just Friends Managers’ Connections to Judges.pdf",False,,,2025::just friends managers connections to judges
paper_only,2025,Jia,The Effect of the Federal Judicial System on Public Enforcement Evidence from SEC Enforcement Actio,fraud_enforcement,unknown,unknown,True,2025 - Jia - The Effect of the Federal Judicial System on Public Enforcement Evidence from SEC Enforcement Actio.pdf,False,,,2025::the effect of the federal judicial system on public enforcement evidence from sec enforcement actio
paper_only,2025,"Kalmenovitz, Lowry, Volkova",Regulatory Fragmentation,regulation_law,The Journal of Finance,top_fin,True,"2025 - Kalmenovitz, Lowry, Volkova - The Journal of Finance - Regulatory Fragmentation.pdf",False,,,2025::regulatory fragmentation
paper_only,2025,"Kruttli, Tran, Watugala",Pricing Poseidon Extreme Weather Uncertainty and Firm Return Dynamics,unknown,The Journal of Finance,top_fin,True,"2025 - Kruttli, Tran, Watugala - The Journal of Finance - Pricing Poseidon Extreme Weather Uncertainty and Firm Return Dynamics.pdf",False,,,2025::pricing poseidon extreme weather uncertainty and firm return dynamics
paper_only,2025,"Muñoz, Otero",Managers and Public Hospital Performance,unknown,unknown,unknown,True,"2025 - Muñoz, Otero - Managers and Public Hospital Performance.pdf",False,,,2025::managers and public hospital performance
paper_only,2025,"Nessa, Persson, Song, Towery, Vernon",The Effect of U.S. Country‐by‐Country Reporting on U.S. Multinationals’ Tax‐Motivated Income Shiftin,tax,Journal of Accounting Research,top_acct,True,"2025 - Nessa, Persson, Song, Towery, Vernon - Journal of Accounting Research - The Effect of U.S. Country‐by‐Country Reporting on U.S. Multinationals’ Tax‐Motivated Income Shiftin.pdf",False,,,2025::the effect of u s country by country reporting on u s multinationals tax motivated income shiftin
paper_only,2025,"Pandey, Shen, Wu",Partisan regulatory actions Evidence from the SEC,fraud_enforcement,Journal of Accounting and Economics,top_acct,True,"2025 - Pandey, Shen, Wu - Journal of Accounting and Economics - Partisan regulatory actions Evidence from the SEC.pdf",False,,,2025::partisan regulatory actions evidence from the sec
paper_only,2025,"Park, Yoon, Zach",Sell-Side Analysts’ Assessment of ESG Risk,analysts,Journal of Accounting and Economics,top_acct,True,"2025 - Park, Yoon, Zach - Journal of Accounting and Economics - Sell-Side Analysts’ Assessment of ESG Risk.pdf",False,,,2025::sell side analysts assessment of esg risk
paper_only,2025,"Rehbein, Rother",Social Connectedness in Bank Lending 3,debt_capital_structure,unknown,unknown,True,"2025 - Rehbein, Rother - Social Connectedness in Bank Lending 3.pdf",False,,,2025::social connectedness in bank lending
paper_only,2025,"Wu, Huang, Tsang, Wang",Generalist Managers and Firm Innovation Worldwide The Role of Innovation-Specific Institutions,innovation_rd,Journal of Accounting and Economics,top_acct,True,"2025 - Wu, Huang, Tsang, Wang - Journal of Accounting and Economics - Generalist Managers and Firm Innovation Worldwide The Role of Innovation-Specific Institutions.pdf",False,,,2025::generalist managers and firm innovation worldwide the role of innovation specific institutions
paper_only,2025,"Ye, Zeng, Zhang",Sell-by-Plan Mandate and Opportunistic Insider Selling Evidence from China,governance_comp,Journal of Accounting and Economics,top_acct,True,"2025 - Ye, Zeng, Zhang - Journal of Accounting and Economics - Sell-by-Plan Mandate and Opportunistic Insider Selling Evidence from China.pdf",False,,,2025::sell by plan mandate and opportunistic insider selling evidence from china
paper_only,2024,"Abraham, Olbert, Vasvari",ESG Disclosures in the Private Equity Industry,disclosure,Journal of Accounting Research,top_acct,True,"2024 - Abraham, Olbert, Vasvari - Journal of Accounting Research - ESG Disclosures in the Private Equity Industry.pdf",False,,,2024::esg disclosures in the private equity industry
paper_only,2024,Abramova,Labor Supply and M&a in the Audit Market,audit,unknown,unknown,True,2024 - Abramova - Labor Supply and M&a in the Audit Market.pdf,False,,,2024::labor supply and m a in the audit market
paper_only,2024,"Agarwal, Baron",Inflation and Disintermediation,unknown,Journal of Financial Economics,top_fin,True,"2024 - Agarwal, Baron - Journal of Financial Economics - Inflation and Disintermediation.pdf",False,,,2024::inflation and disintermediation
paper_only,2024,"An, Bushman, Kleymenova, Tomy",Bank Supervision and Organizational Capital The Case of Minority Lending,debt_capital_structure,Journal of Accounting Research,top_acct,True,"2024 - An, Bushman, Kleymenova, Tomy - Journal of Accounting Research - Bank Supervision and Organizational Capital The Case of Minority Lending.pdf",False,,,2024::bank supervision and organizational capital the case of minority lending
paper_only,2024,"Anahit Mkrtchyan, Sandvik, Xu",Employee Responses to Ceo Activism,governance_comp,Journal of Accounting and Economics,top_acct,True,"2024 - Anahit Mkrtchyan, Sandvik, Xu - Journal of Accounting and Economics - Employee Responses to Ceo Activism.pdf",False,,,2024::employee responses to ceo activism
paper_only,2024,"Appel, Fos",Short Campaigns by Hedge Funds,investors_capmkt,Review of Financial Studies,top_fin,True,"2024 - Appel, Fos - The Review of Financial Studies - Short Campaigns by Hedge Funds.pdf",False,,,2024::short campaigns by hedge funds
